canonical_afm	verdict	registry_spelling	times_seen	curated_json_name	suggested_display	your_display_name	notes
999419942	accepted	"ΔΑ.Σ.Ε. ΑΚΡΙΤΟΧΩΡΙΟΥ ""Η ΟΣΤΡΙΑ"""	6	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΑΚΡΙΤΟΧΩΡΙΟΥ Η ΟΣΤΡΙΑ	"ΔΑ.Σ.Ε. ΑΚΡΙΤΟΧΩΡΙΟΥ ""Η ΟΣΤΡΙΑ"""		
999419942	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΑΚΡΙΤΟΧΩΡΙΟΥ Η ΟΣΤΡΙΑ	1				
999420351	accepted	ΔΑ.Σ.Ε. ΑΓΚΙΣΤΡΟΥ	2	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΑΓΚΙΣΤΡΟΥ	ΔΑ.Σ.Ε. ΑΓΚΙΣΤΡΟΥ		
999420351	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΑΓΚΙΣΤΡΟΥ	1				
999420351	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΑΓΚΙΣΤΡΟΥ	1				
999425788	accepted	ΔΑ.Σ.Ε. ΕΛΑΤΟΧΩΡΙΟΥ Η ΟΞΙΑ	2	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΤΕΛΑΤΟΧΩΡΙΟΥ Η ΟΞΙΑ	ΔΑ.Σ.Ε. ΕΛΑΤΟΧΩΡΙΟΥ Η ΟΞΙΑ		
999425788	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΕΛΑΤΟΧΩΡΙΟΥ Η ΟΞΙΑ	1				
999425788	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΤΕΛΑΤΟΧΩΡΙΟΥ Η ΟΞΙΑ	1				
999520915	accepted	ΔΑΣΕ ΤΑΞΙΑΡΧΩΝ Η ΟΜΟΝΟΙΑ	7	"ΔΑ.Σ.Ε. ΤΑΞΙΑΡΧΩΝ ""Η ΟΜΟΝΟΙΑ"""	ΔΑΣΕ ΤΑΞΙΑΡΧΩΝ Η ΟΜΟΝΟΙΑ		
999520915	accepted	"ΔΑ.Σ.Ε. ΤΑΞΙΑΡΧΩΝ ""Η ΟΜΟΝΟΙΑ"""	1				
999522306	accepted	"ΔΑ.Σ.Ε. ΣΙΔΗΡΟΝΕΡΟΥ ""Η ΕΝΟΤΗΤΑ"""	1	"ΔΑ.Σ.Ε. ΣΙΔΗΡΟΝΕΡΟΥ ""Η ΕΝΟΤΗΤΑ"""	"ΔΑ.Σ.Ε. ΣΙΔΗΡΟΝΕΡΟΥ ""Η ΕΝΟΤΗΤΑ"""		
999522306	accepted	ΔΑΣΕ ΣΙΔΗΡΟΝΕΡΟΥ Η ΕΝΟΤΗΤΑ	1				
999669304	accepted	Δ.Α.Σ.Ε. ΤΟΠΙΚΗΣ ΚΟΙΝΟΤΗΤΑΣ ΠΟΛΥΠΟΤΑΜΟΥ ΔΗΜΟΥ ΦΛΩΡΙΝΑΣ  «ΟΙ ΞΥΛΟΚΟΠΟΙ»	2	Δ.Α.Σ.Ε. ΤΟΠΙΚΗΣ ΚΟΙΝΟΤΗΤΑΣ ΠΟΛΥΠΟΤΑΜΟΥ ΔΗΜΟΥ ΦΛΩΡΙΝΑΣ  «ΟΙ ΞΥΛΟΚΟΠΟΙ»	Δ.Α.Σ.Ε. ΤΟΠΙΚΗΣ ΚΟΙΝΟΤΗΤΑΣ ΠΟΛΥΠΟΤΑΜΟΥ ΔΗΜΟΥ ΦΛΩΡΙΝΑΣ  «ΟΙ ΞΥΛΟΚΟΠΟΙ»		
999669304	accepted	ΔΑ.Σ.Ε. Τοπικής Κοινοτήτας  Πολυποτάμου Δήμου Φλώρινας «ΟΙ ΞΥΛΟΚΟΠΟΙ»	1				
999669304	accepted	ΔΑ.Σ.Ε. Τοπικής Κοινότητας Πολυποτάμου Δήμου Φλώρινας «Οι Ξυλοκόποι»	1				
999729317	accepted	Β΄ΔΑΣΕ ΚΑΡΔΑΜΟΥ	2	Β' ΔΑΣΕ ΚΑΡΔΑΜΟΥ	Β΄ΔΑΣΕ ΚΑΡΔΑΜΟΥ		
999729317	accepted	Β' ΔΑΣΕ ΚΑΡΔΑΜΟΥ	1				
999729317	accepted	ΔΑΣΕ ΚΑΡΔΑΜΟΥ	1				
999745016	accepted	ΔΑΣΕ ΠΡΟΜΑΧΩΝ Ο ΝΕΟΣ ΔΑΣΙΚΟΣ ΑΛΜΩΠΙΑΣ Ν ΠΕΛΛΑΣ	2	ΔΑΣΕ ΠΡΟΜΑΧΩΝ Ο ΝΕΟΣ ΔΑΣΙΚΟΣ ΑΛΜΩΠΙΑΣ Ν. ΠΕΛΛΑΣ	ΔΑΣΕ ΠΡΟΜΑΧΩΝ Ο ΝΕΟΣ ΔΑΣΙΚΟΣ ΑΛΜΩΠΙΑΣ Ν ΠΕΛΛΑΣ		
999745016	accepted	ΔΑΣΕ ΠΡΟΜΑΧΩΝ Ο ΝΕΟΣ ΔΑΣΙΚΟΣ ΑΛΜΩΠΙΑΣ Ν. ΠΕΛΛΑΣ	1				
999748006	accepted	ΔΑΣΕ ΚΟΡΥΦΗΣ	1	ΔΑΣΕ ΚΟΡΥΦΗΣ	ΔΑΣΕ ΚΟΡΥΦΗΣ		
999886267	accepted	ΔΑΣΕ ΔΙΠΟΤΑΜΩΝ	10	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΔΙΠΟΤΑΜΩΝ	ΔΑΣΕ ΔΙΠΟΤΑΜΩΝ		
999886267	accepted	ΔΑ.Σ.Ε. ΔΙΠΟΤΑΜΩΝ	6				
999886267	accepted	ΔΑ.ΣΕ. ΔΙΠΟΤΑΜΩΝ	1				
999886267	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΔΙΠΟΤΑΜΩΝ	1				
999886519	accepted	ΔΑΣΕ ΣΙΛΛΗΣ Η ΠΡΑΣΙΝΑΔΑ	8	"ΔΑ.Σ.Ε. ΣΙΛΛΗΣ ""Η ΠΡΑΣΙΝΑΔΑ"""	ΔΑΣΕ ΣΙΛΛΗΣ Η ΠΡΑΣΙΝΑΔΑ		
999886519	accepted	"ΔΑ.Σ.Ε. ΣΙΛΛΗΣ ""Η ΠΡΑΣΙΝΑΔΑ"""	4				
999886519	accepted	ΔΑΣΕ ΣΙΛΛΗΣ ΠΡΑΣΙΝΑΔΑ	2				
999888341	accepted	ΔΑΣΕ ΣΙΔΗΡΟΝΕΡΟΥ Η ΟΜΟΝΟΙΑ	19	"ΔΑ.Σ.Ε. ΣΙΔΗΡΟΝΕΡΟΥ ""Η ΟΜΟΝΟΙΑ"""	ΔΑΣΕ ΣΙΔΗΡΟΝΕΡΟΥ Η ΟΜΟΝΟΙΑ		
999888341	accepted	"ΔΑ.Σ.Ε. ΣΙΔΗΡΟΝΕΡΟΥ ""Η ΟΜΟΝΟΙΑ"""	5				
043022759	REJECTED	ΓΙΟΛΔΑΣΕΑΣ ΗΛΙΑΣ ΠΕΤΡΟΣ		ΓΙΟΛΔΑΣΕΑΣ ΗΛΙΑΣ ΠΕΤΡΟΣ			no ΔΑΣΕ signal; reviewed 2026-07-26
043785580	REJECTED	ΠΑΛΗΓΙΑΝΝΗΣ ΓΕΩΡΓΙΟΣ		ΠΑΛΗΓΙΑΝΝΗΣ ΓΕΩΡΓΙΟΣ			no ΔΑΣΕ signal; reviewed 2026-07-26
044289372	REJECTED	ΚΑΤΣΙΑΝΤΩΝΗΣ ΧΡΗΣΤΟΣ		ΚΑΤΣΙΑΝΤΩΝΗΣ ΧΡΗΣΤΟΣ			no ΔΑΣΕ signal; reviewed 2026-07-26
062745470	REJECTED	Κοινωνική Συνεταιριστική Επιχείρηση Συλλογικής και Κοινωνικής Ωφέλειας «Οικονόμειος»		Κοινωνική Συνεταιριστική Επιχείρηση Συλλογικής και Κοινωνικής Ωφέλειας «Οικονόμειος»			review bucket 2026-07-26: cooperative but not a forest labour co-op (ΚΟΙΝΣΕΠ/ΚΟΙΣΠΕ/urban/builders)
094311510	REJECTED	ΧΑΤΖΗΓΑΚΗΣ ΤΕΧΝΙΚΗ ΑΕ		ΧΑΤΖΗΓΑΚΗΣ ΤΕΧΝΙΚΗ ΑΕ			no ΔΑΣΕ signal; reviewed 2026-07-26
095626995	REJECTED	ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΕΛΑΙΟΧΡΩΜ ΜΟΝ. ΕΠΕΑΤΙΣΤΩΝ		ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΕΛΑΙΟΧΡΩΜ ΜΟΝ. ΕΠΕΑΤΙΣΤΩΝ			review bucket 2026-07-26: cooperative but not a forest labour co-op (ΚΟΙΝΣΕΠ/ΚΟΙΣΠΕ/urban/builders)
096070520	REJECTED	ΠΡΟΜΗΘΕΥΤΙΚΟΣ ΚΑΤΑΝΑΛΩΤΙΚΟΣ-ΒΙΟΤΕΧΝΙΚΟΣ  ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΠΙΠΛΟΞΥΛΟΥΡΓΩΝ		ΠΡΟΜΗΘΕΥΤΙΚΟΣ ΚΑΤΑΝΑΛΩΤΙΚΟΣ-ΒΙΟΤΕΧΝΙΚΟΣ  ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΠΙΠΛΟΞΥΛΟΥΡΓΩΝ			review bucket 2026-07-26: cooperative but not a forest labour co-op (ΚΟΙΝΣΕΠ/ΚΟΙΣΠΕ/urban/builders)
096092708	REJECTED	ΠΡΟΜΗΘΕΥΤΙΚΟΣ ΜΕΤΑΠΟΙΗΤΙΚΟΣ ΚΑΙ ΚΑΤΑΝΑΛΩΤΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΟΛΑΒΩΝ ΟΙΚΟΔΟΜΩΝ Ν ΧΑΝΙΩΝ		ΠΡΟΜΗΘΕΥΤΙΚΟΣ ΜΕΤΑΠΟΙΗΤΙΚΟΣ ΚΑΙ ΚΑΤΑΝΑΛΩΤΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΟΛΑΒΩΝ ΟΙΚΟΔΟΜΩΝ Ν ΧΑΝΙΩΝ			review bucket 2026-07-26: cooperative but not a forest labour co-op (ΚΟΙΝΣΕΠ/ΚΟΙΣΠΕ/urban/builders)
0997436470	REJECTED	ΚΟΙΝΩΝΙΚΗ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΣΥΛΛΟΓΙΚΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ  ΩΦΕΛΕΙΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΑΣΙΝΟΥ		ΚΟΙΝΩΝΙΚΗ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΣΥΛΛΟΓΙΚΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ  ΩΦΕΛΕΙΑΣ ΔΙΑΧΕΙΡΙΣΗΣ ΠΡΑΣΙΝΟΥ			review bucket 2026-07-26: cooperative but not a forest labour co-op (ΚΟΙΝΣΕΠ/ΚΟΙΣΠΕ/urban/builders)
112243030	REJECTED	ΚΟΝΤΟΣ ΙΩΑΝΝΗΣ		ΚΟΝΤΟΣ ΙΩΑΝΝΗΣ			no ΔΑΣΕ signal; reviewed 2026-07-26
112249870	REJECTED	ΚΩΤΟΥΛΑΣ ΑΠΟΣΤΟΛΟΣ		ΚΩΤΟΥΛΑΣ ΑΠΟΣΤΟΛΟΣ			no ΔΑΣΕ signal; reviewed 2026-07-26
112362287	REJECTED	ΚΟΝΤΑΡΑΚΗΣ Σ. ΕΜΜΑΝΟΥΗΛ – ΚΕΝΤΡΟ ΔΙΑΣΚΕΔΑΣΕΩΣ – ΒΡΥΣΕΣ ΑΠΟΚΟΡΩΝΟΥ		ΚΟΝΤΑΡΑΚΗΣ Σ. ΕΜΜΑΝΟΥΗΛ – ΚΕΝΤΡΟ ΔΙΑΣΚΕΔΑΣΕΩΣ – ΒΡΥΣΕΣ ΑΠΟΚΟΡΩΝΟΥ			no ΔΑΣΕ signal; reviewed 2026-07-26
135096137	REJECTED	ΕΥΑΓΓΕΛΟΣ ΛΕΙΒΑΔΑΣΕ		ΕΥΑΓΓΕΛΟΣ ΛΕΙΒΑΔΑΣΕ			no ΔΑΣΕ signal; reviewed 2026-07-26
136720378	REJECTED	ΣΑΚΚΑΣ ΑΘΑΝΑΣΙΟΣ		ΣΑΚΚΑΣ ΑΘΑΝΑΣΙΟΣ			no ΔΑΣΕ signal; reviewed 2026-07-26
800999349	REJECTED	Κοινωνική Συνεταιριστική Επιχείρηση Συλλογικής και Κοινωνικής Ωφέλειας «Οικονόμειος»		Κοινωνική Συνεταιριστική Επιχείρηση Συλλογικής και Κοινωνικής Ωφέλειας «Οικονόμειος»			review bucket 2026-07-26: cooperative but not a forest labour co-op (ΚΟΙΝΣΕΠ/ΚΟΙΣΠΕ/urban/builders)
801284110	REJECTED	Αγροδασική Συνεργασία Ο.Ε.		Αγροδασική Συνεργασία Ο.Ε.			no ΔΑΣΕ signal; reviewed 2026-07-26
801814820	REJECTED	ΚΑΛΛΙΝΤΕΡΗΣ ΟΕ		ΚΑΛΛΙΝΤΕΡΗΣ ΟΕ			no ΔΑΣΕ signal; reviewed 2026-07-26
802331173	REJECTED	ΤΑΣΟΥΛΑΣ ΧΩΜΑΤΟΥΡΓΙΚΗ ΕΕ		ΤΑΣΟΥΛΑΣ ΧΩΜΑΤΟΥΡΓΙΚΗ ΕΕ			no ΔΑΣΕ signal; reviewed 2026-07-26
802433792	REJECTED	ΚΩΝ ΘΩΜΑΣ ΚΑΙ ΣΙΑ ΟΕ		ΚΩΝ ΘΩΜΑΣ ΚΑΙ ΣΙΑ ΟΕ			no ΔΑΣΕ signal; reviewed 2026-07-26
996775654	REJECTED	Κοινωνική Συνεταιριστική Επιχείρηση Συλλογικής και Κοινωνικής Ωφέλειας «Οικονόμειος»		Κοινωνική Συνεταιριστική Επιχείρηση Συλλογικής και Κοινωνικής Ωφέλειας «Οικονόμειος»			review bucket 2026-07-26: cooperative but not a forest labour co-op (ΚΟΙΝΣΕΠ/ΚΟΙΣΠΕ/urban/builders)
996830727	REJECTED	ΠΕΡΙΒΑΛΛΟΝΤΙΚΗ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΦΥΛΗΣ		ΠΕΡΙΒΑΛΛΟΝΤΙΚΗ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΦΥΛΗΣ			review bucket 2026-07-26: cooperative but not a forest labour co-op (ΚΟΙΝΣΕΠ/ΚΟΙΣΠΕ/urban/builders)
996852850	REJECTED	ΚΟΙΝΩΝΙΚΗ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΣΥΛΛΟΓΙΚΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΩΦΕΛΕΙΑΣ ΦΡΟΝΤΙΔΑ ΣΤΟ ΠΡΑΣΙΝΟ		ΚΟΙΝΩΝΙΚΗ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΣΥΛΛΟΓΙΚΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΩΦΕΛΕΙΑΣ ΦΡΟΝΤΙΔΑ ΣΤΟ ΠΡΑΣΙΝΟ			review bucket 2026-07-26: cooperative but not a forest labour co-op (ΚΟΙΝΣΕΠ/ΚΟΙΣΠΕ/urban/builders)
996893093	REJECTED	ΚΟΙΝΩΝΙΚΗ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΕΝΤΑΞΗΣ ΕΙΔΙΚΩΝ ΟΜΑΔΩΝ (ΠΡΑΣΙΝΟΤΕΧΝΙΚΗ ΧΑΛΑΝΔΡΙΟΥ)		ΚΟΙΝΩΝΙΚΗ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΕΝΤΑΞΗΣ ΕΙΔΙΚΩΝ ΟΜΑΔΩΝ (ΠΡΑΣΙΝΟΤΕΧΝΙΚΗ ΧΑΛΑΝΔΡΙΟΥ)			review bucket 2026-07-26: cooperative but not a forest labour co-op (ΚΟΙΝΣΕΠ/ΚΟΙΣΠΕ/urban/builders)
996957671	REJECTED	ΚΟΙΝΩΝΙΚΗ - ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΣΥΛΛΟΓΙΚΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΩΦΕΛΕΙΑΣ ΕΝΟΤΗΤΑ ΑΓΙΑΣ ΚΟΙΝΣΕΠ		ΚΟΙΝΩΝΙΚΗ - ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΣΥΛΛΟΓΙΚΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΩΦΕΛΕΙΑΣ ΕΝΟΤΗΤΑ ΑΓΙΑΣ ΚΟΙΝΣΕΠ			review bucket 2026-07-26: cooperative but not a forest labour co-op (ΚΟΙΝΣΕΠ/ΚΟΙΣΠΕ/urban/builders)
997044136	REJECTED	ΚΟΙΝΩΝΙΚΗ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΣΥΛΛΟΓΙΚΗΣ & ΚΟΙΝΩΝΙΚΗΣ ΩΦΕΛΕΙΑΣ ΟΙΚΟΣΟΦΙΑ		ΚΟΙΝΩΝΙΚΗ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΣΥΛΛΟΓΙΚΗΣ & ΚΟΙΝΩΝΙΚΗΣ ΩΦΕΛΕΙΑΣ ΟΙΚΟΣΟΦΙΑ			review bucket 2026-07-26: cooperative but not a forest labour co-op (ΚΟΙΝΣΕΠ/ΚΟΙΣΠΕ/urban/builders)
997055384	REJECTED	ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΖΟΜΕΝΩΝ ΙΣΑΡΗ		ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΖΟΜΕΝΩΝ ΙΣΑΡΗ			review bucket 2026-07-26: cooperative but not a forest labour co-op (ΚΟΙΝΣΕΠ/ΚΟΙΣΠΕ/urban/builders)
997087056	REJECTED	ΚΟΙΝΩΝΙΚΗ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΣΥΛΛΟΓΙΚΗΣ Κ ΚΟΙΝΩΝΙΚΗΣ ΩΦΕΛΕΙΑΣ ΚΑΣΙΟΣ		ΚΟΙΝΩΝΙΚΗ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΣΥΛΛΟΓΙΚΗΣ Κ ΚΟΙΝΩΝΙΚΗΣ ΩΦΕΛΕΙΑΣ ΚΑΣΙΟΣ			review bucket 2026-07-26: cooperative but not a forest labour co-op (ΚΟΙΝΣΕΠ/ΚΟΙΣΠΕ/urban/builders)
997146480	REJECTED	ΚΟΙΝΩΝΙΚΗΣ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗΣ ΕΠΙΧΕΙΡΗΣΗΣ ΣΥΛΛΟΓΙΚΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΩΦΕΛΕΙΑΣ ΠΕΜΠΤΟΥΣΙΑ		ΚΟΙΝΩΝΙΚΗΣ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗΣ ΕΠΙΧΕΙΡΗΣΗΣ ΣΥΛΛΟΓΙΚΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΩΦΕΛΕΙΑΣ ΠΕΜΠΤΟΥΣΙΑ			review bucket 2026-07-26: cooperative but not a forest labour co-op (ΚΟΙΝΣΕΠ/ΚΟΙΣΠΕ/urban/builders)
997200660	REJECTED	ΚΟΙΝΩΝΙΚΗ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΣΥΛΛΟΓΙΚΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΩΦΕΛΕΙΑΣ ΓΕΝΙΚΗ ΑΝΑΚΥΚΛΩΣΗΣ ΣΠΕΤΣΩΝ ΚΟΣΜΑΣ ΜΠΑΡΜΠΑΤΣΗΣ		ΚΟΙΝΩΝΙΚΗ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΣΥΛΛΟΓΙΚΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΩΦΕΛΕΙΑΣ ΓΕΝΙΚΗ ΑΝΑΚΥΚΛΩΣΗΣ ΣΠΕΤΣΩΝ ΚΟΣΜΑΣ ΜΠΑΡΜΠΑΤΣΗΣ			review bucket 2026-07-26: cooperative but not a forest labour co-op (ΚΟΙΝΣΕΠ/ΚΟΙΣΠΕ/urban/builders)
997218061	REJECTED	ΚΟΙΝΩΝΙΚΗ ΚΑΙ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΣΥΛΛΟΓΙΚΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΩΦΕΛΕΙΑΣ “Μονοπάτια της Ελλάδας”		ΚΟΙΝΩΝΙΚΗ ΚΑΙ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΣΥΛΛΟΓΙΚΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΩΦΕΛΕΙΑΣ “Μονοπάτια της Ελλάδας”			review bucket 2026-07-26: cooperative but not a forest labour co-op (ΚΟΙΝΣΕΠ/ΚΟΙΣΠΕ/urban/builders)
997342256	REJECTED	ΑΣΤΙΚΟ ΚΟΙΝΩΝΙΚΟ ΣΥΝΕΤΑΙΡΙΣΜΟ ΣΥΛΛΟΓΙΚΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΩΦΕΛΕΙΑΣ ΠΡΟΣΤΑΣΙΑΣ ΚΑΙ ΔΙΑΧΕΙΡΙΣΗΣ ΦΥΣΙΚΟΥ ΚΑΙ ΑΣΤΙΚΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ με τον διακριτικό τίτλο «ΑΣΤΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΑΝΑΠΝΟΗ		ΑΣΤΙΚΟ ΚΟΙΝΩΝΙΚΟ ΣΥΝΕΤΑΙΡΙΣΜΟ ΣΥΛΛΟΓΙΚΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΩΦΕΛΕΙΑΣ ΠΡΟΣΤΑΣΙΑΣ ΚΑΙ ΔΙΑΧΕΙΡΙΣΗΣ ΦΥΣΙΚΟΥ ΚΑΙ ΑΣΤΙΚΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ με τον διακριτικό τίτλο «ΑΣΤΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΑΝΑΠΝΟΗ			review bucket 2026-07-26: cooperative but not a forest labour co-op (ΚΟΙΝΣΕΠ/ΚΟΙΣΠΕ/urban/builders)
997342256 	REJECTED	ΑΣΤΙΚΟ ΚΟΙΝΩΝΙΚΟ ΣΥΝΕΤΑΙΡΙΣΜΟ ΣΥΛΛΟΓΙΚΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΩΦΕΛΕΙΑΣ ΠΡΟΣΤΑΣΙΑΣ ΚΑΙ ΔΙΑΧΕΙΡΙΣΗΣ ΦΥΣΙΚΟΥ ΚΑΙ ΑΣΤΙΚΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ με τον διακριτικό τίτλο «ΑΣΤΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΑΝΑΠΝΟΗ		ΑΣΤΙΚΟ ΚΟΙΝΩΝΙΚΟ ΣΥΝΕΤΑΙΡΙΣΜΟ ΣΥΛΛΟΓΙΚΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΩΦΕΛΕΙΑΣ ΠΡΟΣΤΑΣΙΑΣ ΚΑΙ ΔΙΑΧΕΙΡΙΣΗΣ ΦΥΣΙΚΟΥ ΚΑΙ ΑΣΤΙΚΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ με τον διακριτικό τίτλο «ΑΣΤΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΑΝΑΠΝΟΗ			review bucket 2026-07-26: cooperative but not a forest labour co-op (ΚΟΙΝΣΕΠ/ΚΟΙΣΠΕ/urban/builders); whitespace variant of 997342256
997359957	REJECTED	ΚΟΙΝΩΝΙΚΗ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΣΥΛΛΟΓΙΚΟΥ ΣΚΟΠΟΥ ΑΓΙΑΣ ΛΑΡΙΣΑΣ		ΚΟΙΝΩΝΙΚΗ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΣΥΛΛΟΓΙΚΟΥ ΣΚΟΠΟΥ ΑΓΙΑΣ ΛΑΡΙΣΑΣ			review bucket 2026-07-26: cooperative but not a forest labour co-op (ΚΟΙΝΣΕΠ/ΚΟΙΣΠΕ/urban/builders)
997374125	REJECTED	ΚΟΙΝΩΝΙΚΗ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΣΥΛΛΟΓΙΚΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΩΦΕΛΕΙΑΣ ΙΣΙΔΑ		ΚΟΙΝΩΝΙΚΗ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΣΥΛΛΟΓΙΚΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΩΦΕΛΕΙΑΣ ΙΣΙΔΑ			review bucket 2026-07-26: cooperative but not a forest labour co-op (ΚΟΙΝΣΕΠ/ΚΟΙΣΠΕ/urban/builders)
997426949	REJECTED	ΚΟΙΝΣΕΠ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ – ΒΕΛΟΥΧΙ		ΚΟΙΝΣΕΠ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ – ΒΕΛΟΥΧΙ			review bucket 2026-07-26: cooperative but not a forest labour co-op (ΚΟΙΝΣΕΠ/ΚΟΙΣΠΕ/urban/builders)
